,Phi,k,N_equilibrium
832,1.7,0.06,1.41167
833,1.9,0.06,1.57775
834,10.1,0.06,8.38698
835,10.3,0.06,8.55306
836,10.5,0.06,8.71913
837,2.1,0.06,1.74383
838,7.5,0.525,51.7862
839,7.7,0.525,53.1672
840,7.9,0.525,54.5482
841,8.1,0.525,55.9291
842,8.3,0.525,57.3101
843,8.5,0.525,58.6911
844,8.7,0.525,60.071999999999996
845,8.9,0.525,61.453
846,9.1,0.525,62.833999999999996
847,9.3,0.525,64.2149
848,9.5,0.525,65.5959
849,9.7,0.525,66.9769
850,9.9,0.525,68.3578
851,0.1,0.53,0.7358210000000001
852,0.3,0.53,2.2074599999999998
853,5.7,0.62,9.080940000000001e+37
854,5.9,0.62,1.15726e+38
855,6.1,0.62,1.4551700000000001e+38
856,6.3,0.62,1.8075600000000003e+38
857,6.5,0.62,2.2201700000000002e+38
858,6.7,0.62,2.69883e+38
859,6.9,0.62,3.2497e+38
860,7.1,0.62,3.87854e+38
861,7.3,0.62,4.59123e+38
862,7.5,0.62,5.3938500000000005e+38
863,7.7,0.62,6.29211e+38
864,7.9,0.62,7.29168e+38
865,8.1,0.62,8.39852e+38
866,8.3,0.62,9.61719e+38
867,8.5,0.62,1.09543e+39
868,0.1,0.435,0.319631
869,0.3,0.435,0.958894
870,0.5,0.435,1.59816
871,0.7,0.435,2.23742
872,0.9,0.435,2.87668
873,1.1,0.435,3.51594
874,1.3,0.435,4.15521
875,1.5,0.435,4.79447
876,1.7,0.435,5.433730000000001
877,1.9,0.435,6.07299
878,10.1,0.435,32.2828
879,10.3,0.435,32.922
880,10.5,0.435,33.5613
881,2.1,0.435,6.712260000000001
882,2.3,0.435,7.35152
883,2.5,0.435,7.99078
884,2.7,0.435,8.63004
885,2.9,0.435,9.26931
886,5.9,0.245,8.18955
887,6.1,0.245,8.46716
888,6.3,0.245,8.744769999999999
889,6.5,0.245,9.02238
890,6.7,0.245,9.29999
891,6.9,0.245,9.5776
892,7.1,0.245,9.85522
893,7.3,0.245,10.1328
894,7.5,0.245,10.4104
895,7.7,0.245,10.6881
896,7.9,0.245,10.9657
897,8.1,0.245,11.2433
898,8.3,0.245,11.5209
899,8.5,0.245,11.7985
900,8.7,0.245,12.0761
901,2.9,0.34,5.72133
902,3.1,0.34,6.1159
903,3.3,0.34,6.51048
904,3.5,0.34,6.90505
905,3.7,0.34,7.2996300000000005
906,3.9,0.34,7.6942
907,4.1,0.34,8.08878
908,4.3,0.34,8.48335
909,4.5,0.34,8.87792
910,4.7,0.34,9.2725
911,4.9,0.34,9.667069999999999
912,5.1,0.34,10.0616
913,5.3,0.34,10.4562
914,5.5,0.34,10.8508
915,5.7,0.34,11.2454
916,6.3,0.76,4.98249e+65
917,6.5,0.76,5.45787e+65
918,6.7,0.76,5.960620000000001e+65
919,6.9,0.76,6.48983e+65
920,7.1,0.76,7.046590000000001e+65
921,7.3,0.76,7.630930000000001e+65
922,7.5,0.76,8.243250000000001e+65
923,7.7,0.76,8.88327e+65
924,7.9,0.76,9.553080000000001e+65
925,8.1,0.76,1.02509e+66
926,8.3,0.76,1.09776e+66
927,8.5,0.76,1.1733800000000002e+66
928,8.7,0.76,1.25191e+66
929,8.9,0.76,1.33339e+66
930,9.1,0.76,1.41784e+66
931,2.3,0.62,1.48129e+34
932,5.5,0.62,7.02236e+37
933,8.7,0.62,1.2413900000000001e+39
934,1.9,0.625,5.64913e+34
935,5.1,0.625,5.2715800000000004e+38
936,8.3,0.625,1.03081e+40
937,1.5,0.63,1.5241e+35
938,4.7,0.63,3.8267600000000004e+39
939,7.9,0.63,8.44632e+40
940,1.1,0.635,2.35054e+35
941,4.3,0.635,2.6743300000000004e+40
942,7.5,0.635,6.8241300000000005e+41
943,0.7,0.64,1.22193e+35
944,3.9,0.64,1.78837e+41
945,3.9,0.715,3.3254800000000003e+56
946,4.1,0.715,3.98662e+56
947,4.3,0.715,4.7324e+56
948,4.5,0.715,5.567650000000001e+56
949,4.7,0.715,6.49734e+56
950,4.9,0.715,7.526240000000001e+56
951,5.1,0.715,8.658570000000001e+56
952,5.3,0.715,9.89801e+56
953,5.5,0.715,1.12511e+57
954,5.7,0.715,1.27196e+57
955,5.9,0.715,1.43075e+57
956,6.1,0.715,1.60207e+57
957,6.3,0.715,1.78606e+57
958,6.5,0.715,1.9831e+57
959,6.7,0.715,2.1935e+57
960,2.5,0.06,2.07598
961,2.7,0.06,2.24206
962,2.9,0.06,2.40814
963,3.1,0.06,2.57422
964,3.3,0.06,2.7403
965,3.5,0.06,2.90638
966,3.7,0.06,3.07246
967,3.9,0.06,3.23854
968,4.1,0.06,3.40461
969,4.3,0.06,3.5706900000000004
970,4.5,0.06,3.73677
971,4.7,0.06,3.90285
972,4.9,0.06,4.06893
973,5.1,0.06,4.23501
974,5.3,0.06,4.40109
975,8.9,0.62,1.40013e+39
976,9.1,0.62,1.5721100000000002e+39
977,9.3,0.62,1.7578100000000002e+39
978,9.5,0.62,1.95759e+39
979,9.7,0.62,2.17204e+39
980,9.9,0.62,2.4013700000000002e+39
981,0.1,0.625,77471800000000.0
982,0.3,0.625,4.16087e+22
983,0.5,0.625,2.73991e+26
984,0.7,0.625,6.29261e+28
985,0.9,0.625,2.88205e+30
986,1.1,0.625,5.16502e+31
987,1.3,0.625,5.04003e+32
988,1.5,0.625,3.22454e+33
989,1.7,0.625,1.51636e+34
990,0.7,0.53,5.15075
991,0.9,0.53,6.622389999999999
992,1.1,0.53,8.09403
993,1.3,0.53,9.565669999999999
994,1.5,0.53,11.0373
995,1.7,0.53,12.509
996,1.9,0.53,13.9806
997,10.1,0.53,74.3179
998,10.3,0.53,75.7895
999,10.5,0.53,77.2612
1000,2.1,0.53,15.4522
1001,2.3,0.53,16.9239
1002,2.5,0.53,18.3955
1003,2.7,0.53,19.8672
1004,2.9,0.53,21.3388
1005,3.1,0.53,22.8104
1006,3.3,0.53,24.2821
1007,3.5,0.53,25.7537
1008,3.3,0.435,10.5478
1009,3.5,0.435,11.1871
1010,3.7,0.435,11.8264
1011,3.9,0.435,12.4656
1012,4.1,0.435,13.1049
1013,4.3,0.435,13.7441
1014,4.5,0.435,14.3834
1015,4.7,0.435,15.0227
1016,4.9,0.435,15.6619
1017,5.1,0.435,16.3012
1018,5.3,0.435,16.9405
1019,5.5,0.435,17.5797
1020,5.7,0.435,18.219
1021,5.9,0.435,18.8582
1022,6.1,0.435,19.4975
1023,6.1,0.34,12.0345
1024,6.3,0.34,12.4291
1025,6.5,0.34,12.8237
1026,6.7,0.34,13.2182
1027,6.9,0.34,13.6128
1028,7.1,0.34,14.0074
1029,7.3,0.34,14.402000000000001
1030,7.5,0.34,14.7965
1031,7.7,0.34,15.1911
1032,7.9,0.34,15.5857
1033,8.1,0.34,15.9803
1034,8.3,0.34,16.3748
1035,8.5,0.34,16.7694
1036,8.7,0.34,17.164
1037,8.9,0.34,17.5586
1038,9.1,0.245,12.6313
1039,9.3,0.245,12.9089
1040,9.5,0.245,13.1866
1041,9.7,0.245,13.4642
1042,9.9,0.245,13.7418
1043,0.1,0.25,0.141112
1044,0.3,0.25,0.423335
1045,0.5,0.25,0.705559
1046,0.7,0.25,0.987783
1047,0.9,0.25,1.27001
1048,1.1,0.25,1.55223
1049,1.3,0.25,1.83445
1050,1.5,0.25,2.11668
1051,1.7,0.25,2.3989
1052,1.9,0.25,2.68112
1053,10.1,0.25,14.2523
1054,10.3,0.25,14.5345
1055,10.5,0.25,14.8167
1056,9.5,0.76,1.59569e+66
1057,9.7,0.76,1.68909e+66
1058,9.9,0.76,1.7855000000000003e+66
1059,0.1,0.765,1.41493e+61
1060,0.3,0.765,3.0886500000000003e+62
1061,0.5,0.765,1.5008400000000002e+63
1062,0.7,0.765,4.36055e+63
1063,0.9,0.765,9.740180000000001e+63
1064,1.1,0.765,1.8536799999999998e+64
1065,1.3,0.765,3.16802e+64
1066,1.5,0.765,5.0099100000000007e+64
1067,1.7,0.765,7.472870000000001e+64
1068,1.9,0.765,1.0649100000000002e+65
1069,10.1,0.765,1.55819e+67
1070,10.3,0.765,1.64194e+67
1071,10.5,0.765,1.7281800000000002e+67
1072,2.1,0.765,1.4630400000000001e+65
1073,2.3,0.765,1.95049e+65
1074,7.1,0.715,2.6557500000000003e+57
1075,7.3,0.715,2.9081100000000002e+57
1076,7.5,0.715,3.17499e+57
1077,7.7,0.715,3.45673e+57
1078,7.9,0.715,3.75341e+57
1079,8.1,0.715,4.065250000000001e+57
1080,8.3,0.715,4.39251e+57
1081,8.5,0.715,4.73543e+57
1082,8.7,0.715,5.09376e+57
1083,8.9,0.715,5.46868e+57
1084,9.1,0.715,5.85926e+57
1085,9.3,0.715,6.26624e+57
1086,9.5,0.715,6.68907e+57
1087,9.7,0.715,7.128900000000001e+57
1088,9.9,0.715,7.58545e+57
1089,5.7,0.06,4.73324
1090,5.9,0.06,4.8993199999999995
1091,6.1,0.06,5.0654
1092,6.3,0.06,5.23148
1093,6.5,0.06,5.3975599999999995
1094,6.7,0.06,5.56364
1095,6.9,0.06,5.7297199999999995
1096,7.1,0.06,5.8958
1097,7.3,0.06,6.06187
1098,7.5,0.06,6.22795
1099,7.7,0.06,6.39403
1100,7.9,0.06,6.560110000000001
1101,8.1,0.06,6.726189999999999
1102,8.3,0.06,6.89227
1103,8.5,0.06,7.05835
1104,3.9,0.53,28.697
1105,4.1,0.53,30.1687
1106,4.3,0.53,31.6403
1107,4.5,0.53,33.1119
1108,4.7,0.53,34.5836
1109,4.9,0.53,36.0552
1110,5.1,0.53,37.5269
1111,5.3,0.53,38.9985
1112,5.5,0.53,40.4701
1113,5.7,0.53,41.9418
1114,5.9,0.53,43.4134
1115,6.1,0.53,44.8851
1116,6.3,0.53,46.3567
1117,6.5,0.53,47.8284
1118,6.7,0.53,49.3
1119,10.1,0.625,2.70827e+40
1120,10.3,0.625,2.9635200000000003e+40
1121,10.5,0.625,3.23366e+40
1122,2.1,0.625,1.75584e+35
1123,2.3,0.625,4.72388e+35
1124,2.5,0.625,1.13056e+36
1125,2.7,0.625,2.45684e+36
1126,2.9,0.625,4.9256499999999995e+36
1127,3.1,0.625,9.225270000000001e+36
1128,3.3,0.625,1.63025e+37
1129,3.5,0.625,2.74044e+37
1130,3.7,0.625,4.41077e+37
1131,3.9,0.625,6.8346900000000005e+37
1132,4.1,0.625,1.02429e+38
1133,4.3,0.625,1.49035e+38
1134,4.5,0.625,2.11221e+38
1135,4.7,0.625,2.9241600000000002e+38
1136,4.9,0.625,3.96365e+38
1137,6.5,0.435,20.776
1138,6.7,0.435,21.4153
1139,6.9,0.435,22.0546
1140,7.1,0.435,22.6938
1141,7.3,0.435,23.3331
1142,7.5,0.435,23.9723
1143,7.7,0.435,24.6116
1144,7.9,0.435,25.2509
1145,8.1,0.435,25.8901
1146,8.3,0.435,26.5294
1147,8.5,0.435,27.1687
1148,8.7,0.435,27.8079
1149,8.9,0.435,28.4472
1150,9.1,0.435,29.0864
1151,9.3,0.435,29.7257
1152,2.3,0.25,3.2455700000000003
1153,2.5,0.25,3.5278
1154,2.7,0.25,3.8100199999999997
1155,2.9,0.25,4.09224
1156,3.1,0.25,4.37447
1157,3.3,0.25,4.65669
1158,3.5,0.25,4.93891
1159,3.7,0.25,5.22114
1160,3.9,0.25,5.50336
1161,4.1,0.25,5.78558
1162,4.3,0.25,6.06781
1163,4.5,0.25,6.35003
1164,4.7,0.25,6.6322600000000005
1165,4.9,0.25,6.91448
1166,5.1,0.25,7.1967
1167,9.3,0.34,18.3477
1168,9.5,0.34,18.7423
1169,9.7,0.34,19.1369
1170,9.9,0.34,19.5314
1171,0.1,0.345,0.201531
1172,0.3,0.345,0.604594
1173,0.5,0.345,1.00766
1174,0.7,0.345,1.41072
1175,0.9,0.345,1.81378
1176,1.1,0.345,2.21685
1177,1.3,0.345,2.61991
1178,1.5,0.345,3.02297
1179,1.7,0.345,3.4260300000000004
1180,1.9,0.345,3.8291
1181,10.1,0.345,20.3547
1182,10.3,0.345,20.7577
1183,10.5,0.345,21.1608
1184,2.1,0.345,4.2321599999999995
1185,2.7,0.765,3.22792e+65
1186,2.9,0.765,4.0342700000000006e+65
1187,3.1,0.765,4.96387e+65
1188,3.3,0.765,6.0227e+65
1189,3.5,0.765,7.219540000000001e+65
1190,3.7,0.765,8.56034e+65
1191,3.9,0.765,1.0053700000000001e+66
1192,4.1,0.765,1.17039e+66
1193,4.3,0.765,1.35174e+66
1194,4.5,0.765,1.55004e+66
1195,4.7,0.765,1.76595e+66
1196,4.9,0.765,1.9998e+66
1197,5.1,0.765,2.2522200000000004e+66
1198,5.3,0.765,2.5236800000000003e+66
1199,5.5,0.765,2.8145300000000002e+66
1200,0.3,0.72,1.6548000000000001e+53
1201,0.5,0.72,1.1876800000000001e+54
1202,0.7,0.72,4.4271000000000005e+54
1203,0.9,0.72,1.1852700000000001e+55
1204,1.1,0.72,2.59761e+55
1205,1.3,0.72,4.97798e+55
1206,1.5,0.72,8.664260000000001e+55
1207,1.7,0.72,1.40274e+56
1208,1.9,0.72,2.1466800000000003e+56
1209,10.1,0.72,7.02453e+58
1210,10.3,0.72,7.445290000000001e+58
1211,10.5,0.72,7.880220000000001e+58
1212,2.1,0.72,3.1399500000000006e+56
1213,2.3,0.72,4.426e+56
1214,2.5,0.72,6.050250000000001e+56
1215,2.7,0.72,8.05749e+56
1216,2.9,0.72,1.04929e+57
1217,3.1,0.72,1.3405000000000001e+57
1218,8.9,0.06,7.3905
1219,9.1,0.06,7.55658
1220,9.3,0.06,7.72266
1221,9.5,0.06,7.888739999999999
1222,9.7,0.06,8.05482
1223,9.9,0.06,8.2209
1224,0.1,0.065,0.0840471
1225,0.3,0.065,0.252141
1226,0.5,0.065,0.42023599999999994
1227,0.7,0.065,0.58833
1228,0.9,0.065,0.756424
1229,1.1,0.065,0.9245180000000001
1230,1.3,0.065,1.09261
1231,1.5,0.065,1.26071
1232,1.7,0.065,1.4288
1233,8.9,0.245,12.3537
1234,2.1,0.25,2.96335
1235,5.3,0.25,7.47893
1236,8.5,0.25,11.9945
1237,1.7,0.255,2.4392099999999997
1238,4.9,0.255,7.03067
1239,8.1,0.255,11.6221
1240,1.3,0.26,1.8969900000000002
1241,4.5,0.26,6.5665
1242,7.7,0.26,11.235999999999999
1243,0.9,0.265,1.33589
1244,4.1,0.265,6.085719999999999
1245,7.3,0.265,10.8356
1246,0.5,0.27,0.7550819999999999
1247,7.1,0.53,52.2433
1248,7.3,0.53,53.7149
1249,7.5,0.53,55.1866
1250,7.7,0.53,56.6582
1251,7.9,0.53,58.1298
1252,8.1,0.53,59.6015
1253,8.3,0.53,61.0731
1254,8.5,0.53,62.5448
1255,8.7,0.53,64.0164
1256,8.9,0.53,65.4881
1257,9.1,0.53,66.9597
1258,9.3,0.53,68.4313
1259,9.5,0.53,69.903
1260,9.7,0.53,71.3746
1261,9.9,0.53,72.8463
1262,5.3,0.625,6.891460000000001e+38
1263,5.5,0.625,8.86964e+38
1264,5.7,0.625,1.1254300000000001e+39
1265,5.9,0.625,1.4096e+39
1266,6.1,0.625,1.7445100000000002e+39
1267,6.3,0.625,2.1357300000000002e+39
1268,6.5,0.625,2.5883300000000002e+39
1269,6.7,0.625,3.10763e+39
1270,6.9,0.625,3.69946e+39
1271,7.1,0.625,4.36879e+39
1272,7.3,0.625,5.12103e+39
1273,7.5,0.625,5.9617e+39
1274,7.7,0.625,6.895650000000001e+39
1275,7.9,0.625,7.927750000000001e+39
1276,8.1,0.625,9.06404e+39
1277,9.7,0.435,31.0042
1278,9.9,0.435,31.6435
1279,0.1,0.44,0.329879
1280,0.3,0.44,0.9896370000000001
1281,0.5,0.44,1.6493900000000001
1282,0.7,0.44,2.30915
1283,0.9,0.44,2.9689099999999997
1284,1.1,0.44,3.6286699999999996
1285,1.3,0.44,4.28843
1286,1.5,0.44,4.948180000000001
1287,1.7,0.44,5.60794
1288,1.9,0.44,6.2677
1289,10.1,0.44,33.3178
1290,10.3,0.44,33.9775
1291,10.5,0.44,34.6373
1292,2.1,0.44,6.927460000000001
1293,2.3,0.44,7.587219999999999
1294,2.5,0.44,8.24697
1295,5.5,0.25,7.76115
1296,5.7,0.25,8.04337
1297,5.9,0.25,8.3256
1298,6.1,0.25,8.60782
1299,6.3,0.25,8.890039999999999
1300,6.5,0.25,9.17227
1301,6.7,0.25,9.45449
1302,6.9,0.25,9.73672
1303,7.1,0.25,10.0189
1304,7.3,0.25,10.3012
1305,7.5,0.25,10.5834
1306,7.7,0.25,10.8656
1307,7.9,0.25,11.1478
1308,8.1,0.25,11.4301
1309,8.3,0.25,11.7123
1310,2.5,0.345,5.03829
1311,2.7,0.345,5.44135
1312,2.9,0.345,5.84441
1313,3.1,0.345,6.24748
1314,3.3,0.345,6.6505399999999995
1315,3.5,0.345,7.0536
1316,3.7,0.345,7.45666
1317,3.9,0.345,7.85973
1318,4.1,0.345,8.262789999999999
1319,4.3,0.345,8.66585
1320,4.5,0.345,9.06892
1321,4.7,0.345,9.47198
1322,4.9,0.345,9.87504
1323,5.1,0.345,10.2781
1324,5.3,0.345,10.6812
1325,5.9,0.765,3.45641e+66
1326,6.1,0.765,3.80811e+66
1327,6.3,0.765,4.18073e+66
1328,6.5,0.765,4.57492e+66
1329,6.7,0.765,4.990580000000001e+66
1330,6.9,0.765,5.428090000000001e+66
1331,7.1,0.765,5.888e+66
1332,7.3,0.765,6.3703500000000005e+66
1333,7.5,0.765,6.874820000000001e+66
1334,7.7,0.765,7.40334e+66
1335,7.9,0.765,7.95434e+66
1336,8.1,0.765,8.528600000000002e+66
1337,8.3,0.765,9.12645e+66
1338,8.5,0.765,9.74774e+66
1339,8.7,0.765,1.03928e+67
1340,3.5,0.72,2.0835699999999998e+57
1341,3.7,0.72,2.54454e+57
1342,3.9,0.72,3.0707500000000004e+57
1343,4.1,0.72,3.66729e+57
1344,4.3,0.72,4.33762e+57
1345,4.5,0.72,5.0860900000000005e+57
1346,4.7,0.72,5.91667e+57
1347,4.9,0.72,6.83325e+57
1348,5.1,0.72,7.838760000000001e+57
1349,5.3,0.72,8.93883e+57
1350,5.5,0.72,1.0134800000000002e+58
1351,5.7,0.72,1.1431100000000001e+58
1352,5.9,0.72,1.28309e+58
1353,6.1,0.72,1.4336500000000002e+58
1354,6.3,0.72,1.5951200000000004e+58
1355,10.1,0.065,8.488760000000001
1356,10.3,0.065,8.65685
1357,10.5,0.065,8.82495
1358,2.1,0.065,1.76499
1359,2.3,0.065,1.93308
1360,2.5,0.065,2.10118
1361,2.7,0.065,2.26927
1362,2.9,0.065,2.43737
1363,3.1,0.065,2.60546
1364,3.3,0.065,2.77356
1365,3.5,0.065,2.94165
1366,3.7,0.065,3.10974
1367,3.9,0.065,3.2778400000000003
1368,4.1,0.065,3.44593
1369,4.3,0.065,3.61403
1370,4.5,0.065,3.78212
1371,4.7,0.065,3.95022
1372,4.9,0.065,4.11831
1373,8.5,0.625,1.1665e+40
1374,8.7,0.625,1.3139300000000002e+40
1375,8.9,0.625,1.47351e+40
1376,9.1,0.625,1.64568e+40
1377,9.3,0.625,1.8307400000000001e+40
1378,9.5,0.625,2.0292700000000002e+40
1379,9.7,0.625,2.2414e+40
1380,9.9,0.625,2.4677e+40
1381,0.1,0.63,2.37068e+19
1382,0.3,0.63,1.74071e+26
1383,0.5,0.63,2.03551e+29
1384,0.7,0.63,1.72081e+31
1385,0.9,0.63,4.06914e+32
1386,1.1,0.63,4.55418e+33
1387,1.3,0.63,3.12626e+34
1388,0.3,0.535,2.3618200000000003
1389,0.5,0.535,3.9363699999999997
1390,0.7,0.535,5.51092
1391,0.9,0.535,7.08547
1392,1.1,0.535,8.66002
1393,1.3,0.535,10.2346
1394,1.5,0.535,11.8091
1395,1.7,0.535,13.3837
1396,1.9,0.535,14.9582
1397,10.1,0.535,79.5147
1398,10.3,0.535,81.0892
1399,10.5,0.535,82.6638
1400,2.1,0.535,16.5328
1401,2.3,0.535,18.1073
1402,2.5,0.535,19.6819
1403,2.7,0.535,21.2564
1404,2.9,0.535,22.8309
1405,3.1,0.535,24.4055
1406,2.9,0.44,9.56649
1407,3.1,0.44,10.2262
1408,3.3,0.44,10.886
1409,3.5,0.44,11.5458
1410,3.7,0.44,12.2055
1411,3.9,0.44,12.8653
1412,4.1,0.44,13.525
1413,4.3,0.44,14.1848
1414,4.5,0.44,14.8446
1415,4.7,0.44,15.5043
1416,4.9,0.44,16.1641
1417,5.1,0.44,16.8238
1418,5.3,0.44,17.4836
1419,5.5,0.44,18.1433
1420,5.7,0.44,18.8031
1421,5.7,0.345,11.4873
1422,5.9,0.345,11.8904
1423,6.1,0.345,12.2934
1424,6.3,0.345,12.6965
1425,6.5,0.345,13.0995
1426,6.7,0.345,13.5026
1427,6.9,0.345,13.9057
1428,7.1,0.345,14.3087
1429,7.3,0.345,14.7118
1430,7.5,0.345,15.1149
1431,7.7,0.345,15.5179
1432,7.9,0.345,15.921
1433,8.1,0.345,16.324
1434,8.3,0.345,16.7271
1435,8.5,0.345,17.1302
1436,8.7,0.25,12.2767
1437,8.9,0.25,12.559000000000001
1438,9.1,0.25,12.8412
1439,9.3,0.25,13.1234
1440,9.5,0.25,13.4056
1441,9.7,0.25,13.6878
1442,9.9,0.25,13.9701
1443,0.1,0.255,0.143483
1444,0.3,0.255,0.43044899999999997
1445,0.5,0.255,0.7174149999999999
1446,0.7,0.255,1.0043799999999998
1447,0.9,0.255,1.29135
1448,1.1,0.255,1.57831
1449,1.3,0.255,1.8652799999999998
1450,1.5,0.255,2.15224
1451,6.7,0.72,1.9518600000000003e+58
1452,6.9,0.72,2.14749e+58
1453,7.1,0.72,2.3554100000000001e+58
1454,7.3,0.72,2.57528e+58
1455,7.5,0.72,2.8073000000000003e+58
1456,7.7,0.72,3.05222e+58
1457,7.9,0.72,3.3095000000000005e+58
1458,8.1,0.72,3.5802e+58
1459,8.3,0.72,3.86363e+58
1460,8.5,0.72,4.16033e+58
1461,8.7,0.72,4.4704200000000003e+58
1462,8.9,0.72,4.79402e+58
1463,9.1,0.72,5.13075e+58
1464,9.3,0.72,5.48195e+58
1465,9.5,0.72,5.84677e+58
1466,5.3,0.065,4.4545
1467,5.5,0.065,4.62259
1468,5.7,0.065,4.790690000000001
1469,5.9,0.065,4.95878
1470,6.1,0.065,5.12688
1471,6.3,0.065,5.294969999999999
1472,6.5,0.065,5.46306
1473,6.7,0.065,5.6311599999999995
1474,6.9,0.065,5.79925
1475,7.1,0.065,5.96735
1476,7.3,0.065,6.13544
1477,7.5,0.065,6.30354
1478,7.7,0.065,6.47163
1479,7.9,0.065,6.63972
1480,8.1,0.065,6.8078199999999995
1481,9.1,0.765,1.17546e+67
1482,9.3,0.765,1.2471700000000001e+67
1483,9.5,0.765,1.3212900000000002e+67
1484,9.7,0.765,1.3978e+67
1485,9.9,0.765,1.47678e+67
1486,0.1,0.77,1.4761e+62
1487,0.3,0.77,3.01107e+63
1488,0.5,0.77,1.41902e+64
1489,0.7,0.77,4.0427800000000005e+64
1490,0.9,0.77,8.903260000000001e+64
1491,1.1,0.77,1.67583e+65
1492,1.3,0.77,2.83819e+65
1493,1.5,0.77,4.45398e+65
1494,1.7,0.77,6.601100000000001e+65
1495,1.9,0.77,9.353660000000001e+65
1496,10.1,0.77,1.28089e+68
1497,10.3,0.77,1.34902e+68
1498,10.5,0.77,1.41935e+68
1499,3.5,0.535,27.5546
1500,3.7,0.535,29.1291
1501,3.9,0.535,30.7037
1502,4.1,0.535,32.2782
1503,4.3,0.535,33.8528
1504,4.5,0.535,35.4273
1505,4.7,0.535,37.0019
1506,4.9,0.535,38.5764
1507,5.1,0.535,40.150999999999996
1508,5.3,0.535,41.7255
1509,5.5,0.535,43.3001
1510,5.7,0.535,44.8746
1511,5.9,0.535,46.4492
1512,6.1,0.535,48.0237
1513,6.3,0.535,49.5983
1514,1.7,0.63,5.77725e+35
1515,1.9,0.63,1.8078e+36
1516,10.1,0.63,2.7366300000000002e+41
1517,10.3,0.63,2.98455e+41
1518,10.5,0.63,3.2463100000000003e+41
1519,2.1,0.63,4.86752e+36
1520,2.3,0.63,1.1618e+37
1521,2.5,0.63,2.51317e+37
1522,2.7,0.63,5.010700000000001e+37
1523,2.9,0.63,9.328450000000001e+37
1524,3.1,0.63,1.6384000000000001e+38
1525,3.3,0.63,2.73762e+38
1526,3.5,0.63,4.38074e+38
1527,3.7,0.63,6.75075e+38
1528,3.9,0.63,1.00647e+39
1529,4.1,0.63,1.4573300000000002e+39
1530,4.3,0.63,2.05603e+39
1531,4.5,0.63,2.83432e+39
1532,6.1,0.44,20.1226
1533,6.3,0.44,20.7824
1534,6.5,0.44,21.4421
1535,6.7,0.44,22.1019
1536,6.9,0.44,22.7616
1537,7.1,0.44,23.4214
1538,7.3,0.44,24.0812
1539,7.5,0.44,24.7409
1540,7.7,0.44,25.4007
1541,7.9,0.44,26.0604
1542,8.1,0.44,26.7202
1543,8.3,0.44,27.38
1544,8.5,0.44,28.0397
1545,8.7,0.44,28.6995
1546,8.9,0.44,29.3592
1547,1.9,0.255,2.72618
1548,10.1,0.255,14.4918
1549,10.3,0.255,14.7787
1550,10.5,0.255,15.0657
1551,2.1,0.255,3.01314
1552,2.3,0.255,3.3001099999999997
1553,2.5,0.255,3.5870699999999998
1554,2.7,0.255,3.87404
1555,2.9,0.255,4.16101
1556,3.1,0.255,4.44797
1557,3.3,0.255,4.73494
1558,3.5,0.255,5.0219
1559,3.7,0.255,5.30887
1560,3.9,0.255,5.59584
1561,4.1,0.255,5.8828
1562,4.3,0.255,6.16977
1563,4.5,0.255,6.45673
1564,4.7,0.255,6.7437
1565,8.9,0.345,17.9363
1566,9.1,0.345,18.3394
1567,9.3,0.345,18.7424
1568,9.5,0.345,19.1455
1569,9.7,0.345,19.5486
1570,9.9,0.345,19.9516
1571,0.1,0.35,0.20594
1572,0.3,0.35,0.617819
1573,0.5,0.35,1.0297
1574,0.7,0.35,1.4415799999999999
1575,0.9,0.35,1.8534599999999999
1576,1.1,0.35,2.26534
1577,1.3,0.35,2.6772099999999996
1578,1.5,0.35,3.08909
1579,1.7,0.35,3.5009699999999997
1580,2.3,0.77,1.6970700000000002e+66
1581,2.5,0.77,2.1977200000000003e+66
1582,2.7,0.77,2.7872700000000003e+66
1583,2.9,0.77,3.47222e+66
1584,3.1,0.77,4.25863e+66
1585,3.3,0.77,5.1533e+66
1586,3.5,0.77,6.161350000000001e+66
1587,3.7,0.77,7.28792e+66
1588,3.9,0.77,8.53991e+66
1589,4.1,0.77,9.9208e+66
1590,4.3,0.77,1.14359e+67
1591,4.5,0.77,1.3088700000000001e+67
1592,4.7,0.77,1.48857e+67
1593,4.9,0.77,1.68302e+67
1594,5.1,0.77,1.8925000000000002e+67
1595,0.1,0.72,3.17783e+51
1596,3.3,0.72,1.68374e+57
1597,6.5,0.72,1.76779e+58
1598,9.7,0.72,6.22526e+58
1599,2.9,0.725,9.818140000000001e+57
1600,6.1,0.725,1.2729800000000002e+59
1601,9.3,0.725,4.765210000000001e+59
1602,2.5,0.73,5.36547e+58
1603,5.7,0.73,9.015020000000002e+59
1604,8.9,0.73,3.61295e+60
1605,2.1,0.735,2.6897100000000005e+59
1606,5.3,0.735,6.2678700000000006e+60
1607,8.5,0.735,2.71212e+61
1608,1.7,0.74,1.19453e+60
1609,4.9,0.74,4.2688300000000005e+61
1610,8.1,0.74,2.01482e+62
1611,1.3,0.745,4.4119700000000006e+60
1612,4.5,0.745,2.84046e+62
1613,7.7,0.745,1.4803400000000002e+63
1614,0.9,0.75,1.1866e+61
1615,3.5,0.75,1.1097800000000001e+63
1616,6.9,0.75,9.10482e+63
1617,0.1,0.755,1.22309e+59
1618,3.3,0.755,8.04029e+63
