,Phi,k,N_equilibrium
5887,4.7,0.305,8.0599
5888,4.9,0.305,8.40288
5889,5.1,0.305,8.74585
5890,5.3,0.305,9.08883
5891,5.5,0.305,9.4318
5892,5.7,0.305,9.77478
5893,5.9,0.305,10.1178
5894,6.1,0.305,10.4607
5895,6.3,0.305,10.8037
5896,6.5,0.305,11.1467
5897,6.7,0.305,11.4896
5898,6.9,0.305,11.8326
5899,7.1,0.305,12.1756
5900,3.7,0.165,4.03224
5901,3.9,0.165,4.2502
5902,4.1,0.165,4.46816
5903,4.3,0.165,4.68612
5904,4.5,0.165,4.90408
5905,4.7,0.165,5.12204
5906,4.9,0.165,5.34
5907,5.1,0.165,5.55796
5908,5.3,0.165,5.775919999999999
5909,5.5,0.165,5.993869999999999
5910,5.7,0.165,6.21183
5911,5.9,0.165,6.429790000000001
5912,6.1,0.165,6.64775
5913,6.3,0.165,6.865710000000001
5914,6.5,0.165,7.08367
5915,7.3,0.68,5.47426e+50
5916,7.5,0.68,6.05884e+50
5917,7.7,0.68,6.68257e+50
5918,7.9,0.68,7.34645e+50
5919,8.1,0.68,8.05128e+50
5920,8.3,0.68,8.79817e+50
5921,8.5,0.68,9.58737e+50
5922,8.7,0.68,1.04202e+51
5923,8.9,0.68,1.12973e+51
5924,9.1,0.68,1.22188e+51
5925,9.3,0.68,1.3186400000000001e+51
5926,9.5,0.68,1.4199100000000001e+51
5927,9.7,0.68,1.5259e+51
5928,9.9,0.68,1.63644e+51
5929,0.1,0.685,8.36027e+42
5930,0.9,0.12,0.8684620000000001
5931,1.1,0.12,1.06145
5932,1.3,0.12,1.25444
5933,1.5,0.12,1.44744
5934,1.7,0.12,1.6404299999999998
5935,1.9,0.12,1.83342
5936,10.1,0.12,9.74607
5937,10.3,0.12,9.939060000000001
5938,10.5,0.12,10.1321
5939,2.1,0.12,2.02641
5940,2.3,0.12,2.2194
5941,2.5,0.12,2.4123900000000003
5942,2.7,0.12,2.6053900000000003
5943,2.9,0.12,2.79838
5944,3.1,0.12,2.99137
5945,3.3,0.12,3.18436
5946,3.5,0.12,3.37735
5947,3.7,0.12,3.5703400000000003
5948,1.9,0.19,2.22443
5949,10.1,0.19,11.8246
5950,10.3,0.19,12.0588
5951,10.5,0.19,12.2929
5952,2.1,0.19,2.45858
5953,2.3,0.19,2.69274
5954,2.5,0.19,2.92689
5955,2.7,0.19,3.1610400000000003
5956,2.9,0.19,3.39519
5957,3.1,0.19,3.62934
5958,3.3,0.19,3.86349
5959,3.5,0.19,4.09764
5960,3.7,0.19,4.33179
5961,3.9,0.19,4.56594
5962,4.1,0.19,4.80009
5963,4.3,0.19,5.0342400000000005
5964,4.5,0.19,5.2684
5965,4.7,0.19,5.50255
5966,9.1,0.585,5.85529e+31
5967,9.3,0.585,7.04163e+31
5968,9.5,0.585,8.38857e+31
5969,9.7,0.585,9.90689e+31
5970,9.9,0.585,1.16064e+32
5971,0.1,0.59,3.11768
5972,0.3,0.59,9.35201
5973,0.5,0.59,15.5863
5974,0.7,0.59,21.8207
5975,0.9,0.59,28.055
5976,1.1,0.59,34.2893
5977,1.3,0.59,40.5237
5978,1.5,0.59,46.758
5979,1.7,0.59,52.9923
5980,1.9,0.59,59.2266
5981,10.1,0.59,1.60222e+33
5982,10.3,0.59,1.82933e+33
5983,10.5,0.59,2.07716e+33
5984,0.5,0.695,4.3827300000000006e+48
5985,0.7,0.695,2.0832400000000001e+49
5986,0.9,0.695,6.64945e+49
5987,1.1,0.695,1.6700100000000001e+50
5988,1.3,0.695,3.57276e+50
5989,1.5,0.695,6.81515e+50
5990,1.7,0.695,1.1927500000000001e+51
5991,1.9,0.695,1.95255e+51
5992,10.1,0.695,1.30839e+54
5993,10.3,0.695,1.3932000000000002e+54
5994,10.5,0.695,1.4811e+54
5995,2.1,0.695,3.0294000000000004e+51
5996,2.3,0.695,4.4991900000000003e+51
5997,2.5,0.695,6.443e+51
5998,2.7,0.695,8.94715e+51
5999,2.9,0.695,1.21018e+52
6000,3.1,0.695,1.6001e+52
6001,3.3,0.695,2.074e+52
6002,1.7,0.495,8.531880000000001
6003,1.9,0.495,9.535639999999999
6004,10.1,0.495,50.6894
6005,10.3,0.495,51.6932
6006,10.5,0.495,52.6969
6007,2.1,0.495,10.5394
6008,2.3,0.495,11.5431
6009,2.5,0.495,12.5469
6010,2.7,0.495,13.5506
6011,2.9,0.495,14.5544
6012,3.1,0.495,15.5581
6013,3.3,0.495,16.5619
6014,3.5,0.495,17.5656
6015,3.7,0.495,18.5694
6016,3.9,0.495,19.5731
6017,4.1,0.495,20.5769
6018,4.3,0.495,21.5806
6019,4.5,0.495,22.5844
6020,9.5,0.475,40.1859
6021,2.7,0.48,11.8918
6022,5.9,0.48,25.9857
6023,9.1,0.48,40.0796
6024,2.3,0.485,10.5631
6025,5.5,0.485,25.2596
6026,8.7,0.485,39.9561
6027,1.9,0.49,9.11385
6028,5.1,0.49,24.4635
6029,8.3,0.49,39.8131
6030,1.5,0.495,7.52813
6031,4.7,0.495,23.5882
6032,7.9,0.495,39.6482
6033,1.1,0.5,5.7872
6034,4.3,0.5,22.6227
6035,7.5,0.5,39.4582
6036,0.7,0.505,3.86869
6037,3.9,0.505,21.5541
6038,7.1,0.505,39.2396
6039,0.3,0.51,1.74573
6040,6.1,0.51,35.4965
6041,9.3,0.51,54.1176
6042,10.5,0.515,64.4969
6043,8.1,0.515,49.7548
6044,1.3,0.52,8.45301
6045,4.5,0.52,29.2604
6046,7.7,0.52,50.0678
6047,7.5,0.305,12.8615
6048,7.7,0.305,13.2045
6049,7.9,0.305,13.5475
6050,8.1,0.305,13.8905
6051,8.3,0.305,14.2334
6052,8.5,0.305,14.5764
6053,8.7,0.305,14.9194
6054,8.9,0.305,15.2624
6055,9.1,0.305,15.6053
6056,9.3,0.305,15.9483
6057,9.5,0.305,16.2913
6058,9.7,0.305,16.6343
6059,9.9,0.305,16.9772
6060,0.1,0.31,0.174803
6061,0.3,0.31,0.524409
6062,4.1,0.12,3.9563300000000003
6063,4.3,0.12,4.1493199999999995
6064,4.5,0.12,4.3423099999999994
6065,4.7,0.12,4.5353
6066,4.9,0.12,4.72829
6067,5.1,0.12,4.92128
6068,5.3,0.12,5.114269999999999
6069,5.5,0.12,5.30727
6070,5.7,0.12,5.50026
6071,5.9,0.12,5.69325
6072,6.1,0.12,5.88624
6073,6.3,0.12,6.07923
6074,6.5,0.12,6.27222
6075,6.7,0.12,6.4652199999999995
6076,6.9,0.12,6.65821
6077,5.1,0.19,5.97085
6078,5.3,0.19,6.205
6079,5.5,0.19,6.43915
6080,5.7,0.19,6.6733
6081,5.9,0.19,6.90745
6082,6.1,0.19,7.1416
6083,6.3,0.19,7.37575
6084,6.5,0.19,7.6099
6085,6.7,0.19,7.844060000000001
6086,6.9,0.19,8.07821
6087,7.1,0.19,8.31236
6088,7.3,0.19,8.546510000000001
6089,7.5,0.19,8.780660000000001
6090,7.7,0.19,9.01481
6091,7.9,0.19,9.24896
6092,6.9,0.165,7.519589999999999
6093,7.1,0.165,7.73755
6094,7.3,0.165,7.95551
6095,7.5,0.165,8.17347
6096,7.7,0.165,8.39142
6097,7.9,0.165,8.60938
6098,8.1,0.165,8.82734
6099,8.3,0.165,9.0453
6100,8.5,0.165,9.26326
6101,8.7,0.165,9.48122
6102,8.9,0.165,9.69918
6103,9.1,0.165,9.91714
6104,9.3,0.165,10.1351
6105,9.5,0.165,10.3531
6106,9.7,0.165,10.571
6107,2.3,0.59,71.6953
6108,2.5,0.59,77.9296
6109,2.7,0.59,84.164
6110,2.9,0.59,56638600.0
6111,3.1,0.59,2.86846e+18
6112,3.3,0.59,8.77509e+21
6113,3.5,0.59,9.69006e+23
6114,3.7,0.59,2.48207e+25
6115,3.9,0.59,2.80752e+26
6116,4.1,0.59,1.89087e+27
6117,4.3,0.59,8.92494e+27
6118,4.5,0.59,3.25648e+28
6119,4.7,0.59,9.78899e+28
6120,4.9,0.59,2.53169e+29
6121,5.1,0.59,5.8096e+29
6122,0.1,0.575,1.74143
6123,3.3,0.575,57.467
6124,6.5,0.575,6.72234e+26
6125,9.7,0.575,5.71548e+29
6126,2.9,0.58,59.2941
6127,6.1,0.58,9.58994e+27
6128,9.3,0.58,5.29805e+30
6129,2.5,0.585,61.8077
6130,5.7,0.585,1.14891e+29
6131,8.9,0.585,4.81947e+31
6132,2.1,0.59,65.461
6133,5.3,0.59,1.20993e+30
6134,8.5,0.59,4.30328e+32
6135,1.7,0.595,71.0667
6136,4.9,0.595,1.14745e+31
6137,8.1,0.595,3.77238e+33
6138,1.3,0.6,79.9123
6139,4.5,0.6,9.92158e+31
6140,7.7,0.6,3.24564e+34
6141,0.9,0.605,143.22
6142,4.1,0.605,7.85729e+32
6143,7.3,0.605,2.73936e+35
6144,10.5,0.61,2.9610300000000003e+37
6145,6.3,0.61,1.14171e+36
6146,9.5,0.61,1.73424e+37
6147,2.7,0.615,3.04944e+33
6148,5.9,0.615,9.0779e+36
6149,3.7,0.695,3.313e+52
6150,3.9,0.695,4.09818e+52
6151,4.1,0.695,5.00685e+52
6152,4.3,0.695,6.0489e+52
6153,4.5,0.695,7.23416e+52
6154,4.7,0.695,8.57188e+52
6155,4.9,0.695,1.0072600000000002e+53
6156,5.1,0.695,1.1744700000000002e+53
6157,5.3,0.695,1.35973e+53
6158,5.5,0.695,1.5639500000000002e+53
6159,5.7,0.695,1.78781e+53
6160,5.9,0.695,2.0326e+53
6161,6.1,0.695,2.29858e+53
6162,6.3,0.695,2.5868800000000003e+53
6163,6.5,0.695,2.89807e+53
6164,4.9,0.495,24.5919
6165,5.1,0.495,25.5957
6166,5.3,0.495,26.5994
6167,5.5,0.495,27.6032
6168,5.7,0.495,28.6069
6169,5.9,0.495,29.6107
6170,6.1,0.495,30.6144
6171,6.3,0.495,31.6182
6172,6.5,0.495,32.6219
6173,6.7,0.495,33.6257
6174,6.9,0.495,34.6294
6175,7.1,0.495,35.6332
6176,7.3,0.495,36.6369
6177,7.5,0.495,37.6407
6178,7.7,0.495,38.6444
6179,0.5,0.685,2.19306e+46
6180,0.7,0.685,1.19802e+47
6181,0.9,0.685,4.22709e+47
6182,1.1,0.685,1.14681e+48
6183,1.3,0.685,2.61091e+48
6184,1.5,0.685,5.2437200000000006e+48
6185,1.7,0.685,9.58694e+48
6186,1.9,0.685,1.62927e+49
6187,10.1,0.685,1.6008700000000002e+52
6188,10.3,0.685,1.7085300000000002e+52
6189,10.5,0.685,1.8204100000000002e+52
6190,2.1,0.685,2.6119000000000004e+49
6191,2.3,0.685,3.9926e+49
6192,2.5,0.685,5.86571e+49
6193,2.7,0.685,8.334840000000001e+49
6194,2.9,0.685,1.15089e+50
6195,3.1,0.685,1.55054e+50
6196,3.3,0.685,2.0443900000000003e+50
6197,0.7,0.31,1.2236200000000002
6198,0.9,0.31,1.57323
6199,1.1,0.31,1.9228299999999998
6200,1.3,0.31,2.27244
6201,1.5,0.31,2.62205
6202,1.7,0.31,2.97165
6203,1.9,0.31,3.3212599999999997
6204,10.1,0.31,17.6551
6205,10.3,0.31,18.0047
6206,10.5,0.31,18.3543
6207,2.1,0.31,3.67087
6208,2.3,0.31,4.0204699999999995
6209,2.5,0.31,4.370080000000001
6210,2.7,0.31,4.71968
6211,2.9,0.31,5.0692900000000005
6212,3.1,0.31,5.4189
6213,3.3,0.31,5.7685
6214,3.5,0.31,6.11811
6215,7.3,0.12,7.0441899999999995
6216,7.5,0.12,7.23718
6217,7.7,0.12,7.4301699999999995
6218,7.9,0.12,7.62316
6219,8.1,0.12,7.816160000000001
6220,8.3,0.12,8.00915
6221,8.5,0.12,8.20214
6222,8.7,0.12,8.39513
6223,8.9,0.12,8.58812
6224,9.1,0.12,8.78111
6225,9.3,0.12,8.9741
6226,9.5,0.12,9.1671
6227,9.7,0.12,9.36009
6228,9.9,0.12,9.55308
6229,0.1,0.125,0.097768
6230,8.3,0.19,9.717260000000001
6231,8.5,0.19,9.951410000000001
6232,8.7,0.19,10.1856
6233,8.9,0.19,10.4197
6234,9.1,0.19,10.6539
6235,9.3,0.19,10.888
6236,9.5,0.19,11.1222
6237,9.7,0.19,11.3563
6238,9.9,0.19,11.5905
6239,0.1,0.195,0.11881199999999999
6240,0.3,0.195,0.35643600000000003
6241,0.5,0.195,0.594061
6242,0.7,0.195,0.831685
6243,0.9,0.195,1.06931
6244,1.1,0.195,1.30693
6245,5.5,0.59,2.32632e+30
6246,5.7,0.59,4.18374e+30
6247,5.9,0.59,7.11154e+30
6248,6.1,0.59,1.15186e+31
6249,6.3,0.59,1.78971e+31
6250,6.5,0.59,2.682e+31
6251,6.7,0.59,3.8943e+31
6252,6.9,0.59,5.49901e+31
6253,7.1,0.59,7.57582e+31
6254,7.3,0.59,1.02101e+32
6255,7.5,0.59,1.34924e+32
6256,7.7,0.59,1.75174e+32
6257,7.9,0.59,2.2383e+32
6258,8.1,0.59,2.81899e+32
6259,8.3,0.59,3.5038e+32
6260,6.9,0.695,3.5919900000000004e+53
6261,7.1,0.695,3.9761500000000004e+53
6262,7.3,0.695,4.3858e+53
6263,7.5,0.695,4.82143e+53
6264,7.7,0.695,5.28434e+53
6265,7.9,0.695,5.7743e+53
6266,8.1,0.695,6.291940000000001e+53
6267,8.3,0.695,6.8374400000000004e+53
6268,8.5,0.695,7.412140000000001e+53
6269,8.7,0.695,8.015290000000001e+53
6270,8.9,0.695,8.64875e+53
6271,9.1,0.695,9.31112e+53
6272,9.3,0.695,1.00048e+54
6273,9.5,0.695,1.0728200000000001e+54
6274,9.7,0.695,1.1481500000000002e+54
6275,0.1,0.17,0.110525
6276,0.3,0.17,0.331575
6277,0.5,0.17,0.552624
6278,0.7,0.17,0.773674
6279,0.9,0.17,0.9947239999999999
6280,1.1,0.17,1.21577
6281,1.3,0.17,1.43682
6282,1.5,0.17,1.6578700000000002
6283,1.7,0.17,1.8789200000000001
6284,1.9,0.17,2.09997
6285,10.1,0.17,11.163
6286,10.3,0.17,11.3841
6287,10.5,0.17,11.6051
6288,2.1,0.17,2.32102
6289,2.3,0.17,2.5420700000000003
6290,2.5,0.17,2.7631200000000002
6291,2.7,0.17,2.98417
6292,2.9,0.17,3.20522
6293,3.7,0.685,3.36512e+50
6294,3.9,0.685,4.217780000000001e+50
6295,4.1,0.685,5.21591e+50
6296,4.3,0.685,6.3732300000000004e+50
6297,4.5,0.685,7.702530000000001e+50
6298,4.7,0.685,9.216620000000001e+50
6299,4.9,0.685,1.09293e+51
6300,5.1,0.685,1.28527e+51
6301,5.3,0.685,1.49994e+51
6302,5.5,0.685,1.7382200000000002e+51
6303,5.7,0.685,2.0012500000000002e+51
6304,5.9,0.685,2.2902200000000002e+51
6305,6.1,0.685,2.60621e+51
6306,6.3,0.685,2.95049e+51
6307,6.5,0.685,3.32392e+51
6308,8.1,0.495,40.6519
6309,8.3,0.495,41.6557
6310,8.5,0.495,42.6594
6311,8.7,0.495,43.6632
6312,8.9,0.495,44.6669
6313,9.1,0.495,45.6707
6314,9.3,0.495,46.6744
6315,9.5,0.495,47.6782
6316,9.7,0.495,48.6819
6317,9.9,0.495,49.6857
6318,0.1,0.5,0.526109
6319,0.3,0.5,1.57833
6320,0.5,0.5,2.6305400000000003
6321,0.7,0.5,3.68276
6322,0.9,0.5,4.73498
6323,3.9,0.31,6.81732
6324,4.1,0.31,7.166930000000001
6325,4.3,0.31,7.51653
6326,4.5,0.31,7.86614
6327,4.7,0.31,8.21575
6328,4.9,0.31,8.56535
6329,5.1,0.31,8.91496
6330,5.3,0.31,9.264560000000001
6331,5.5,0.31,9.61417
6332,5.7,0.31,9.96378
6333,5.9,0.31,10.3134
6334,6.1,0.31,10.663
6335,6.3,0.31,11.0126
6336,6.5,0.31,11.3622
6337,6.7,0.31,11.7118
6338,0.5,0.125,0.48883999999999994
6339,0.7,0.125,0.684376
6340,0.9,0.125,0.879912
6341,1.1,0.125,1.07545
6342,1.3,0.125,1.27098
6343,1.5,0.125,1.46652
6344,1.7,0.125,1.6620599999999999
6345,1.9,0.125,1.85759
6346,10.1,0.125,9.87457
6347,10.3,0.125,10.0701
6348,10.5,0.125,10.2656
6349,2.1,0.125,2.05313
6350,2.3,0.125,2.2486599999999997
6351,2.5,0.125,2.4442
6352,2.7,0.125,2.63974
6353,2.9,0.125,2.83527
6354,3.1,0.125,3.03081
6355,3.3,0.125,3.22634
6356,1.5,0.195,1.7821799999999999
6357,1.7,0.195,2.0198099999999997
6358,1.9,0.195,2.25743
6359,10.1,0.195,12.0
6360,10.3,0.195,12.2376
6361,10.5,0.195,12.4753
6362,2.1,0.195,2.49505
6363,2.3,0.195,2.7326799999999998
6364,2.5,0.195,2.9703
6365,2.7,0.195,3.2079299999999997
6366,2.9,0.195,3.44555
6367,3.1,0.195,3.68318
6368,3.3,0.195,3.9208
6369,3.5,0.195,4.15842
6370,3.7,0.195,4.39605
6371,3.9,0.195,4.6336699999999995
6372,4.1,0.195,4.8713
6373,4.3,0.195,5.1089199999999995
6374,3.3,0.17,3.6473199999999997
6375,3.5,0.17,3.8683699999999996
6376,3.7,0.17,4.08942
6377,3.9,0.17,4.31047
6378,4.1,0.17,4.5315199999999995
6379,4.3,0.17,4.7525699999999995
6380,4.5,0.17,4.9736199999999995
6381,4.7,0.17,5.1946699999999995
6382,4.9,0.17,5.415719999999999
6383,5.1,0.17,5.636769999999999
6384,5.3,0.17,5.857819999999999
6385,5.5,0.17,6.078869999999999
6386,5.7,0.17,6.299919999999999
6387,5.9,0.17,6.520969999999999
6388,6.1,0.17,6.74202
6389,8.7,0.59,5.22776e+32
6390,8.9,0.59,6.28679e+32
6391,9.1,0.59,7.4911e+32
6392,9.3,0.59,8.85012e+32
6393,9.5,0.59,1.03738e+33
6394,9.7,0.59,1.2071e+33
6395,9.9,0.59,1.39507e+33
6396,0.1,0.595,4.18254
6397,0.3,0.595,12.5431
6398,0.5,0.595,20.9036
6399,0.7,0.595,29.2641
6400,0.9,0.595,37.6246
6401,1.1,0.595,45.9852
6402,1.3,0.595,54.3457
6403,1.5,0.595,62.7062
6404,6.9,0.685,4.1624e+51
6405,7.1,0.685,4.6294200000000005e+51
6406,7.3,0.685,5.1297100000000004e+51
6407,7.5,0.685,5.66379e+51
6408,7.7,0.685,6.23252e+51
6409,7.9,0.685,6.83657e+51
6410,8.1,0.685,7.47704e+51
6411,8.3,0.685,8.154830000000001e+51
6412,8.5,0.685,8.86985e+51
6413,8.7,0.685,9.62236e+51
6414,8.9,0.685,1.0415e+52
6415,9.1,0.685,1.12461e+52
6416,9.3,0.685,1.21175e+52
6417,9.5,0.685,1.30283e+52
6418,9.7,0.685,1.39807e+52
6419,0.1,0.7,6.03535e+46
6420,0.3,0.7,6.0046e+48
6421,0.5,0.7,5.75767e+49
6422,0.7,0.7,2.58079e+50
6423,0.9,0.7,7.89589e+50
6424,1.1,0.7,1.91901e+51
6425,1.3,0.7,3.99878e+51
6426,1.5,0.7,7.46219e+51
6427,1.7,0.7,1.28202e+52
6428,1.9,0.7,2.06506e+52
6429,10.1,0.7,1.1706100000000001e+55
6430,10.3,0.7,1.24524e+55
6431,10.5,0.7,1.32254e+55
6432,2.1,0.7,3.15941e+52
6433,2.3,0.7,4.63426e+52
6434,2.5,0.7,6.56387e+52
6435,2.7,0.7,9.02476e+52
6436,2.9,0.7,1.2098300000000001e+53
6437,1.3,0.5,6.83942
6438,1.5,0.5,7.89163
6439,1.7,0.5,8.94385
6440,1.9,0.5,9.99607
6441,10.1,0.5,53.137
6442,10.3,0.5,54.1892
6443,10.5,0.5,55.2414
6444,2.1,0.5,11.0483
6445,2.3,0.5,12.1005
6446,2.5,0.5,13.1527
6447,2.7,0.5,14.2049
6448,2.9,0.5,15.2572
6449,3.1,0.5,16.3094
6450,3.3,0.5,17.3616
6451,3.5,0.5,18.4138
6452,3.7,0.5,19.465999999999998
6453,3.9,0.5,20.5183
6454,4.1,0.5,21.5705
6455,7.1,0.31,12.411
6456,7.3,0.31,12.7606
6457,7.5,0.31,13.1102
6458,7.7,0.31,13.4598
6459,7.9,0.31,13.8094
6460,8.1,0.31,14.1591
6461,8.3,0.31,14.5087
6462,8.5,0.31,14.8583
6463,8.7,0.31,15.2079
6464,8.9,0.31,15.5575
6465,9.1,0.31,15.9071
6466,9.3,0.31,16.2567
6467,9.5,0.31,16.6063
6468,9.7,0.31,16.9559
6469,9.9,0.31,17.3055
6470,4.9,0.295,8.09346
6471,8.1,0.295,13.379000000000001
6472,1.3,0.3,2.18762
6473,4.5,0.3,7.57255
6474,7.7,0.3,12.9575
6475,0.9,0.305,1.54339
6476,4.1,0.305,7.0309800000000005
6477,7.3,0.305,12.5186
6478,0.5,0.31,0.874015
6479,3.7,0.31,6.46771
6480,6.9,0.31,12.0614
6481,0.1,0.315,0.178232
6482,3.3,0.315,5.88165
6483,6.5,0.315,11.5851
6484,9.7,0.315,17.2885
6485,2.9,0.32,5.27159
6486,6.1,0.32,11.0885
6487,9.3,0.32,16.9054
6488,2.5,0.325,4.63628
6489,5.7,0.325,10.5707
6490,8.9,0.325,16.5052
6491,3.5,0.33,6.6239300000000005
6492,6.7,0.33,12.6801
6493,9.9,0.33,18.7363
6494,3.1,0.335,5.98913
6495,3.7,0.125,3.6174199999999996
6496,3.9,0.125,3.81295
6497,4.1,0.125,4.00849
6498,4.3,0.125,4.20402
6499,4.5,0.125,4.39956
6500,4.7,0.125,4.5951
6501,4.9,0.125,4.79063
6502,5.1,0.125,4.9861699999999995
6503,5.3,0.125,5.1817
6504,5.5,0.125,5.3772400000000005
6505,5.7,0.125,5.572780000000001
6506,5.9,0.125,5.76831
6507,6.1,0.125,5.96385
6508,6.3,0.125,6.15939
6509,6.5,0.125,6.35492
6510,4.7,0.195,5.584169999999999
6511,4.9,0.195,5.82179
6512,5.1,0.195,6.059419999999999
6513,5.3,0.195,6.29704
6514,5.5,0.195,6.534669999999999
6515,5.7,0.195,6.772289999999999
6516,5.9,0.195,7.00992
6517,6.1,0.195,7.247539999999999
6518,6.3,0.195,7.4851600000000005
6519,6.5,0.195,7.72279
6520,6.7,0.195,7.96041
6521,6.9,0.195,8.198039999999999
6522,7.1,0.195,8.43566
6523,7.3,0.195,8.67329
6524,7.5,0.195,8.910910000000001
6525,6.5,0.17,7.18412
6526,6.7,0.17,7.40517
6527,6.9,0.17,7.62622
6528,7.1,0.17,7.84727
6529,7.3,0.17,8.06831
6530,7.5,0.17,8.28936
6531,7.7,0.17,8.51041
6532,7.9,0.17,8.73146
6533,8.1,0.17,8.95251
6534,8.3,0.17,9.17356
6535,8.5,0.17,9.39461
6536,8.7,0.17,9.61566
6537,8.9,0.17,9.83671
6538,9.1,0.17,10.0578
6539,9.3,0.17,10.2788
6540,1.9,0.595,79.4273
6541,10.1,0.595,1.84159e+34
6542,10.3,0.595,2.08291e+34
6543,10.5,0.595,2.34452e+34
6544,2.1,0.595,87.7878
6545,2.3,0.595,54999100000000.0
6546,2.5,0.595,2.37251e+19
6547,2.7,0.595,2.37266e+22
6548,2.9,0.595,2.22018e+24
6549,3.1,0.595,5.9464e+25
6550,3.3,0.595,7.41764e+26
6551,3.5,0.595,5.55729e+27
6552,3.7,0.595,2.90204e+28
6553,3.9,0.595,1.16064e+29
6554,4.1,0.595,3.78585e+29
6555,4.3,0.595,1.05256e+30
6556,4.5,0.595,2.5749e+30
6557,4.7,0.595,5.67514e+30
6558,3.3,0.7,2.04143e+53
6559,3.5,0.7,2.5828000000000003e+53
6560,3.7,0.7,3.2191900000000002e+53
6561,3.9,0.7,3.95914e+53
6562,4.1,0.7,4.81121e+53
6563,4.3,0.7,5.783790000000001e+53
6564,4.5,0.7,6.88502e+53
6565,4.7,0.7,8.124110000000002e+53
6566,4.9,0.7,9.50793e+53
6567,5.1,0.7,1.1044700000000001e+54
6568,5.3,0.7,1.2741800000000001e+54
6569,5.5,0.7,1.46071e+54
6570,5.7,0.7,1.6646300000000003e+54
6571,5.9,0.7,1.88694e+54
6572,6.1,0.7,2.1279900000000003e+54
6573,4.5,0.5,23.6749
6574,4.7,0.5,24.7271
6575,4.9,0.5,25.7793
6576,5.1,0.5,26.8316
6577,5.3,0.5,27.8838
6578,5.5,0.5,28.936
6579,5.7,0.5,29.9882
6580,5.9,0.5,31.0404
6581,6.1,0.5,32.0926
6582,6.3,0.5,33.1449
6583,6.5,0.5,34.1971
6584,6.7,0.5,35.2493
6585,6.9,0.5,36.3015
6586,7.1,0.5,37.3537
6587,7.3,0.5,38.406
6588,0.1,0.69,1.77e+44
6589,0.3,0.69,2.73073e+46
6590,0.5,0.69,3.1841800000000003e+47
6591,0.7,0.69,1.61603e+48
6592,0.9,0.69,5.40785e+48
6593,1.1,0.69,1.40853e+49
6594,1.3,0.69,3.1030400000000003e+49
6595,1.5,0.69,6.06502e+49
6596,1.7,0.69,1.08369e+50
6597,1.9,0.69,1.80554e+50
6598,10.1,0.69,1.4523100000000001e+53
6599,10.3,0.69,1.54816e+53
6600,10.5,0.69,1.6477100000000001e+53
6601,2.1,0.69,2.8452000000000003e+50
6602,2.3,0.69,4.28374e+50
6603,0.3,0.315,0.534695
6604,0.5,0.315,0.891159
6605,0.7,0.315,1.2476200000000002
6606,0.9,0.315,1.60409
6607,1.1,0.315,1.96055
6608,1.3,0.315,2.31701
6609,1.5,0.315,2.67348
6610,1.7,0.315,3.0299400000000003
6611,1.9,0.315,3.3864
6612,10.1,0.315,18.0014
6613,10.3,0.315,18.3579
6614,10.5,0.315,18.7143
6615,2.1,0.315,3.74287
6616,2.3,0.315,4.09933
6617,2.5,0.315,4.45579
6618,2.7,0.315,4.81226
6619,2.9,0.315,5.1687199999999995
6620,3.1,0.315,5.525180000000001
6621,6.9,0.125,6.745989999999999
6622,7.1,0.125,6.94153
6623,7.3,0.125,7.13707
6624,7.5,0.125,7.3326
6625,7.7,0.125,7.52814
6626,7.9,0.125,7.723669999999999
6627,8.1,0.125,7.9192100000000005
6628,8.3,0.125,8.11475
6629,8.5,0.125,8.31028
6630,8.7,0.125,8.50582
6631,8.9,0.125,8.70135
6632,9.1,0.125,8.896889999999999
6633,9.3,0.125,9.09243
6634,9.5,0.125,9.28796
6635,9.7,0.125,9.4835
6636,7.9,0.195,9.38616
6637,8.1,0.195,9.62378
6638,8.3,0.195,9.861410000000001
6639,8.5,0.195,10.099
6640,8.7,0.195,10.3367
6641,8.9,0.195,10.5743
6642,9.1,0.195,10.8119
6643,9.3,0.195,11.0495
6644,9.5,0.195,11.2872
6645,9.7,0.195,11.5248
6646,9.9,0.195,11.7624
6647,0.1,0.2,0.120591
6648,0.3,0.2,0.361774
6649,0.5,0.2,0.602957
6650,0.7,0.2,0.844139
6651,5.1,0.595,2.1584e+31
6652,5.3,0.595,3.81893e+31
6653,5.5,0.595,6.41244e+31
6654,5.7,0.595,1.0292e+32
6655,5.9,0.595,1.5883e+32
6656,6.1,0.595,2.36841e+32
6657,6.3,0.595,3.42648e+32
6658,6.5,0.595,4.82646e+32
6659,6.7,0.595,6.63806e+32
6660,6.9,0.595,8.93693e+32
6661,7.1,0.595,1.18038e+33
6662,7.3,0.595,1.53233e+33
6663,7.5,0.595,1.95834e+33
6664,7.7,0.595,2.46748e+33
6665,7.9,0.595,3.06905e+33
6666,9.7,0.17,10.7209
6667,9.9,0.17,10.942
6668,0.1,0.175,0.112106
6669,0.3,0.175,0.336318
6670,0.5,0.175,0.5605289999999999
6671,0.7,0.175,0.784741
6672,0.9,0.175,1.00895
6673,1.1,0.175,1.23316
6674,1.3,0.175,1.45738
6675,1.5,0.175,1.6815900000000001
6676,1.7,0.175,1.9058
6677,1.9,0.175,2.13001
6678,10.1,0.175,11.3227
6679,10.3,0.175,11.5469
6680,10.5,0.175,11.7711
6681,2.1,0.175,2.35422
